generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
46,70,2.7843163228437854e-05,2.9005106833609895e-05,2.868877814145577e-05,3.2779794281669123e-07
47,64,2.7843163228437854e-05,2.9005106833609895e-05,2.868696185138347e-05,3.5077880901574813e-07
48,74,2.7843163228437854e-05,2.9005106833609895e-05,2.872451517130644e-05,3.121128486913396e-07
49,64,2.839936926848969e-05,2.9005106833609895e-05,2.875879138188158e-05,2.947618286701891e-07
50,66,2.839936926848969e-05,2.9005106833609895e-05,2.8764587454503697e-05,2.94989337177263e-07
51,68,2.839936926848969e-05,2.9005106833609895e-05,2.8785526966253822e-05,2.9119144227382155e-07
52,70,2.839936926848969e-05,2.9005106833609895e-05,2.882338556407383e-05,2.775838243445427e-07
53,66,2.8014588908397318e-05,2.9005106833609895e-05,2.8818575809572682e-05,2.880263415738396e-07
54,72,2.839936926848969e-05,2.9005106833609895e-05,2.883400415095335e-05,2.6999800141601045e-07
55,62,2.8164111040770735e-05,2.9005106833609895e-05,2.880077654485085e-05,2.881397765645389e-07
56,74,2.8164111040770735e-05,2.9005106833609895e-05,2.8789622828482837e-05,2.8828114459241945e-07
57,70,2.7218794188146937e-05,2.9005106833609895e-05,2.878906622366208e-05,3.3179498621844134e-07
58,60,2.7218794188146937e-05,2.9005106833609895e-05,2.874058781411141e-05,3.7563911352026845e-07
59,61,2.661517819895867e-05,2.9005106833609895e-05,2.8695290259049762e-05,4.459333359314328e-07
60,65,2.7218794188146937e-05,2.9005106833609895e-05,2.8650166029285425e-05,4.1847319206502227e-07
61,72,2.7218794188146937e-05,2.9005106833609895e-05,2.860792061652908e-05,4.791886112584382e-07
62,70,2.7218794188146937e-05,2.9005106833609895e-05,2.8635064205999413e-05,4.4369848167958404e-07
63,68,2.7218794188146937e-05,2.9005106833609895e-05,2.862042892951393e-05,4.4028865390003266e-07
64,66,2.7218794188146937e-05,2.9005106833609895e-05,2.8628554696115447e-05,4.008873082104318e-07
65,70,2.7218794188146937e-05,2.9005106833609895e-05,2.8562737609791343e-05,4.622466997998262e-07
66,68,2.7218794188146937e-05,2.9005106833609895e-05,2.8512180322445477e-05,4.462429730027586e-07
67,62,2.7218794188146937e-05,2.9672733952198866e-05,2.849107857397432e-05,3.7728415459898695e-07
68,66,2.7218794188146937e-05,2.9672733952198866e-05,2.848964135891051e-05,4.515956659918845e-07
69,64,2.7218794188146937e-05,2.9005106833609895e-05,2.8347531572851954e-05,4.852222757239111e-07
70,72,2.7218794188146937e-05,2.9005106833609895e-05,2.8322187444269312e-05,5.05234837105688e-07
71,59,2.7218794188146937e-05,2.9005106833609895e-05,2.8353977928908674e-05,4.730019861622292e-07
72,76,2.7218794188146937e-05,2.927176534753708e-05,2.8339272912567078e-05,4.886904924011893e-07
73,62,2.7218794188146937e-05,2.927176534753708e-05,2.8386959324291435e-05,5.285393532954644e-07
74,74,2.7218794188146937e-05,2.9005106833609895e-05,2.8391324657337743e-05,4.848572287910628e-07
75,64,2.7218794188146937e-05,2.9005106833609895e-05,2.8442388956964947e-05,4.5965203471160507e-07
76,68,2.7218794188146937e-05,2.9005106833609895e-05,2.8404061547838347e-05,5.007848526542307e-07
77,70,2.7218794188146937e-05,2.9005106833609895e-05,2.8324139584964516e-05,4.929580693900688e-07
78,74,2.7218794188146937e-05,2.9005106833609895e-05,2.831993452666404e-05,5.059373815769454e-07
79,60,2.7218794188146937e-05,2.902953216058267e-05,2.8424636582288982e-05,5.883381547210065e-07
80,72,2.7218794188146937e-05,2.9005106833609895e-05,2.8601996373168267e-05,4.779025961533627e-07
81,76,2.7218794188146937e-05,2.9005106833609895e-05,2.8681957827417477e-05,4.532329318420983e-07
82,66,2.7218794188146937e-05,2.9005106833609895e-05,2.872255076014477e-05,3.9843164240660554e-07
83,72,2.7218794188146937e-05,2.9005106833609895e-05,2.879081643039759e-05,3.4706810209571625e-07
84,74,2.7218794188146937e-05,2.9005106833609895e-05,2.8756204974592906e-05,3.517226301627827e-07
85,60,2.7218794188146937e-05,2.9005106833609895e-05,2.8691816247229956e-05,3.5940479224200443e-07
86,78,2.7218794188146937e-05,2.9005106833609895e-05,2.8668407237542053e-05,3.981374901860022e-07
87,70,2.7218794188146937e-05,2.9005106833609895e-05,2.8626608487023402e-05,4.3477045801413766e-07
88,72,2.7218794188146937e-05,2.9005106833609895e-05,2.8631383333086635e-05,4.4853234146992814e-07
89,69,2.7218794188146937e-05,2.9005106833609895e-05,2.8709059917056494e-05,5.042611389019863e-07
90,70,2.7218794188146937e-05,2.9005106833609895e-05,2.863086348282896e-05,5.975312315440472e-07
91,62,2.7218794188146937e-05,2.9005106833609895e-05,2.8644363039045754e-05,6.186513471757721e-07
92,72,2.7218794188146937e-05,2.9005106833609895e-05,2.8735615493340738e-05,5.110791362505929e-07
93,66,2.7218794188146937e-05,2.9005106833609895e-05,2.877192465399076e-05,5.122376940628371e-07
94,71,2.7218794188146937e-05,2.9005106833609895e-05,2.885071031816269e-05,3.943423251148937e-07
95,68,2.7218794188146937e-05,2.949962800264598e-05,2.8900202602954854e-05,3.4006085958618093e-07
96,67,2.693192576872238e-05,2.949962800264598e-05,2.887166838221444e-05,4.096915717090292e-07
97,70,2.693192576872238e-05,2.949962800264598e-05,2.887322837004268e-05,4.303990705369932e-07
98,58,2.693192576872238e-05,2.949962800264598e-05,2.890091306691206e-05,3.7758154166207235e-07
99,66,2.693192576872238e-05,2.949962800264598e-05,2.891416587665131e-05,3.8482003900787556e-07
100,70,2.693192576872238e-05,2.949962800264598e-05,2.8871842115479924e-05,4.2844115052911775e-07
101,70,2.8455671192729235e-05,2.949962800264598e-05,2.8993079622872686e-05,2.2485524354037186e-07
102,60,2.8455671192729235e-05,2.949962800264598e-05,2.9011624166711538e-05,2.4460729386809214e-07
103,66,2.8455671192729235e-05,2.949962800264598e-05,2.903085514144845e-05,2.480977914248286e-07
104,68,2.8455671192729235e-05,2.949962800264598e-05,2.9025373985801184e-05,2.4214427760114444e-07
105,70,2.7341198128048203e-05,2.949962800264598e-05,2.8993735298405722e-05,3.2402177808074945e-07
106,68,2.7866418033200887e-05,2.949962800264598e-05,2.8978810872086578e-05,2.681162379820493e-07
107,70,2.693799016763319e-05,2.949962800264598e-05,2.8938591601433342e-05,4.135960540709425e-07
108,68,2.693799016763319e-05,2.949962800264598e-05,2.893174474686422e-05,4.1413753277140516e-07
109,68,2.693799016763319e-05,2.949962800264598e-05,2.8862505758451262e-05,4.953116512730907e-07
110,62,2.693799016763319e-05,2.949962800264598e-05,2.887033175203695e-05,4.404338792614307e-07
111,64,2.693799016763319e-05,2.949962800264598e-05,2.883771379920531e-05,4.555968220212591e-07
112,72,2.693799016763319e-05,2.949962800264598e-05,2.8713185471019573e-05,6.483091674628384e-07
113,68,2.693799016763319e-05,2.949962800264598e-05,2.8614906211707702e-05,7.289415556238436e-07
114,56,2.693799016763319e-05,2.912631092762162e-05,2.8621806301062795e-05,7.580643223846792e-07
115,60,2.693799016763319e-05,2.9405419957219015e-05,2.8649177163542445e-05,7.377967103155799e-07
116,70,2.693799016763319e-05,2.9405419957219015e-05,2.8608021344538476e-05,7.577428897344634e-07
117,70,2.6924078259454213e-05,2.9405419957219015e-05,2.8753727516436712e-05,6.261367975150776e-07
118,68,2.6924078259454213e-05,2.9405419957219015e-05,2.8631383045554884e-05,7.348192245326034e-07
119,66,2.6924078259454213e-05,2.9005106833609895e-05,2.8568145195559347e-05,7.7160902463001e-07
120,68,2.6924078259454213e-05,2.9005106833609895e-05,2.854216002118975e-05,7.919181303533321e-07
121,72,2.6924078259454213e-05,2.9177446496197493e-05,2.8523400753164138e-05,8.119807152559356e-07
122,62,2.693799016763319e-05,2.9177446496197493e-05,2.865523195833827e-05,6.90631635334868e-07
123,72,2.693799016763319e-05,2.9177446496197493e-05,2.877587633497529e-05,5.423416595782874e-07
124,72,2.693799016763319e-05,2.9177446496197493e-05,2.881614981802084e-05,4.905013975525062e-07
125,62,2.693799016763319e-05,2.9177446496197493e-05,2.8780656061257745e-05,5.348643425974682e-07
126,66,2.693799016763319e-05,2.9177446496197493e-05,2.8778695657095027e-05,5.31760528614546e-07
127,67,2.693799016763319e-05,2.9177446496197493e-05,2.8773009033918318e-05,5.083799303662041e-07
128,64,2.693799016763319e-05,2.9005106833609895e-05,2.8713700167593257e-05,5.111968085387616e-07
129,66,2.693799016763319e-05,2.9432790527804606e-05,2.8764591223952327e-05,4.5109522682125943e-07
130,71,2.693799016763319e-05,2.9005106833609895e-05,2.8772089715575804e-05,3.928774861057316e-07
131,66,2.7922346107117248e-05,2.9005106833609895e-05,2.8875175335628043e-05,2.41759260006573e-07
132,66,2.7922346107117248e-05,2.9005106833609895e-05,2.8855852660955785e-05,2.7365541582573687e-07
133,70,2.7922346107117248e-05,2.9005106833609895e-05,2.889962397629349e-05,1.9940930049794546e-07
134,64,2.7922346107117248e-05,2.9005106833609895e-05,2.8936431395483946e-05,1.6477490390339318e-07
135,68,2.7922346107117248e-05,2.9005106833609895e-05,2.8903693839787763e-05,2.3797280855640424e-07
136,70,2.7922346107117248e-05,2.9005106833609895e-05,2.8873623138057907e-05,2.680612156765368e-07
137,68,2.7922346107117248e-05,2.9005106833609895e-05,2.887929240125661e-05,2.4983168976148754e-07
138,66,2.7547041000001024e-05,2.9005106833609895e-05,2.8884698766144065e-05,2.675833170253159e-07
139,72,2.761909668248198e-05,2.9005106833609895e-05,2.8933980991069233e-05,1.99866790905879e-07
140,74,2.761909668248198e-05,2.9005106833609895e-05,2.891505723750488e-05,2.2161611616928177e-07
141,68,2.8373400566644823e-05,2.9005106833609895e-05,2.8923941161063652e-05,1.6769657500567074e-07
142,72,2.8464177027886284e-05,2.9005106833609895e-05,2.8934810181107977e-05,1.5515565262138797e-07
143,64,2.8464177027886284e-05,2.9005106833609895e-05,2.8941270629971327e-05,1.526504965849592e-07
144,74,2.8464177027886284e-05,2.9005106833609895e-05,2.8912582752583718e-05,1.780065068716945e-07
145,70,2.8464177027886284e-05,2.9005106833609895e-05,2.8901517133699076e-05,1.9065185116462114e-07
146,62,2.8464177027886284e-05,2.9005106833609895e-05,2.89249885848616e-05,1.7543239161406278e-07
147,62,2.8433561744062437e-05,2.9005106833609895e-05,2.8885367462990363e-05,2.0678887025643472e-07
148,56,2.8433561744062437e-05,2.93301297139912e-05,2.8890132890493815e-05,2.167677147668664e-07
149,76,2.8464177027886284e-05,2.93301297139912e-05,2.887944996265697e-05,2.2544134177574875e-07
150,76,2.8464177027886284e-05,2.93301297139912e-05,2.8917987275663045e-05,2.0949257123023146e-07
151,72,2.8189740077036306e-05,2.93301297139912e-05,2.8939998144317276e-05,1.8829920798308766e-07
152,61,2.8189740077036306e-05,2.93301297139912e-05,2.8930607209484952e-05,1.9131493193799206e-07
153,68,2.8189740077036306e-05,2.93301297139912e-05,2.8908108593949613e-05,1.9610432334283479e-07
154,69,2.79737851351233e-05,2.93301297139912e-05,2.887607365577221e-05,2.5596323754260434e-07
155,74,2.8189740077036306e-05,2.93301297139912e-05,2.8875896312993732e-05,2.589378152338466e-07
156,74,2.8189740077036306e-05,2.93301297139912e-05,2.8901938620510204e-05,2.254093055723204e-07
157,70,2.8189740077036306e-05,2.93301297139912e-05,2.8886796951628294e-05,2.593532243980736e-07
158,70,2.8189740077036306e-05,2.93301297139912e-05,2.8875132427931035e-05,2.9410324481685526e-07
159,66,2.8189740077036306e-05,2.93301297139912e-05,2.8862385227555915e-05,3.3127019471697357e-07
160,74,2.783866269870786e-05,2.93301297139912e-05,2.8869393075520474e-05,3.4884617083843803e-07
161,66,2.783866269870786e-05,2.93301297139912e-05,2.8864274731669604e-05,4.072804785537674e-07
162,68,2.783866269870786e-05,2.93301297139912e-05,2.880935082457869e-05,4.265837617142354e-07
163,68,2.8189740077036306e-05,2.93301297139912e-05,2.87940867482123e-05,4.2896788208617724e-07
164,74,2.756976137816705e-05,2.93301297139912e-05,2.880345738572614e-05,4.494921547480997e-07
165,68,2.7866170594482937e-05,2.93301297139912e-05,2.878842657517792e-05,4.030884771507757e-07
166,68,2.7866170594482937e-05,2.93301297139912e-05,2.8780156310980512e-05,4.094806677819245e-07
167,66,2.808427291591948e-05,2.93301297139912e-05,2.8795854644749266e-05,3.7511868403367e-07
168,72,2.8189740077036306e-05,2.93301297139912e-05,2.8759835108320177e-05,3.8812602102641323e-07
169,68,2.8189740077036306e-05,2.93301297139912e-05,2.8770572018079595e-05,3.6828302286809857e-07
170,72,2.7024711968022272e-05,2.93301297139912e-05,2.877385223677188e-05,4.0103984490277853e-07
171,66,2.8070151831952827e-05,2.93301297139912e-05,2.8805385126784985e-05,3.29939220388485e-07
172,59,2.8137369760069638e-05,2.9456817607570982e-05,2.8845294446002674e-05,3.2415483343529194e-07
173,69,2.8065053726610827e-05,2.9456817607570982e-05,2.8872532480869277e-05,3.0864128096622893e-07
174,76,2.8065053726610827e-05,2.9456817607570982e-05,2.8883656903981553e-05,3.2228618306154566e-07
175,57,2.792576141162917e-05,2.9513088103820572e-05,2.8878288554761557e-05,3.209079900316465e-07
176,72,2.8072698500173827e-05,2.9456817607570982e-05,2.8872104618032127e-05,2.919394536179417e-07
177,60,2.8072698500173827e-05,2.9456817607570982e-05,2.8958451953015983e-05,2.3728996135802785e-07
178,72,2.8189740077036306e-05,2.9005106833609895e-05,2.8943047714240308e-05,1.909038258668527e-07
179,70,2.8169823349594986e-05,2.9005106833609895e-05,2.8962052477123292e-05,1.6919730936539724e-07
180,70,2.7953733746363017e-05,2.9005106833609895e-05,2.8952855415112093e-05,1.8660847408872485e-07
181,67,2.7953733746363017e-05,2.9005106833609895e-05,2.89195867343952e-05,2.461387553140577e-07
182,76,2.8189740077036306e-05,2.9005106833609895e-05,2.895892134182209e-05,1.6753487677120727e-07
183,60,2.8189740077036306e-05,2.9005106833609895e-05,2.8942014591223278e-05,1.9088114241370385e-07
184,68,2.7914979355566646e-05,2.9005106833609895e-05,2.8935962828090944e-05,2.1284395342338752e-07
185,64,2.7914979355566646e-05,2.9005106833609895e-05,2.8938303611540063e-05,2.1122426147958117e-07
186,74,2.693131127574827e-05,2.9005106833609895e-05,2.892175972136825e-05,2.711930537927028e-07
187,68,2.693131127574827e-05,2.9005106833609895e-05,2.8940187601649995e-05,2.557906275946798e-07
188,74,2.693131127574827e-05,2.9005106833609895e-05,2.893082156111865e-05,3.288184988287807e-07
189,70,2.693131127574827e-05,2.9005106833609895e-05,2.8954812523080943e-05,2.396396284122601e-07
190,66,2.693131127574827e-05,2.9005106833609895e-05,2.8958230516504847e-05,2.396283357871911e-07
191,64,2.6973976533289478e-05,2.9005106833609895e-05,2.8959213645541567e-05,2.3598938304872898e-07
192,66,2.6973976533289478e-05,2.9005106833609895e-05,2.89386862803753e-05,3.2308150889837926e-07
193,64,2.6973976533289478e-05,2.9379691680958587e-05,2.8943368590967163e-05,3.267042443518451e-07
194,75,2.6973976533289478e-05,2.9520759917862884e-05,2.8923571420816562e-05,3.8049911740119115e-07
195,58,2.6973976533289478e-05,2.9520759917862884e-05,2.8980851791503857e-05,2.334721231592318e-07
196,72,2.681696523728451e-05,2.9520759917862884e-05,2.89902388784137e-05,2.792978631487072e-07
197,74,2.8339430071586218e-05,2.9520759917862884e-05,2.900089254277833e-05,1.437045657956055e-07
198,68,2.8385470141193503e-05,2.9520759917862884e-05,2.899589513423757e-05,1.5693839492724956e-07
199,68,2.7564816261177915e-05,2.9520759917862884e-05,2.9013351097461005e-05,2.4289489758551814e-07
200,70,2.743182266979101e-05,2.9520759917862884e-05,2.897877898822775e-05,2.746295120456698e-07
201,75,2.7660227010753087e-05,2.9520759917862884e-05,2.89802103514491e-05,1.774205139946425e-07
202,68,2.7660227010753087e-05,2.9520759917862884e-05,2.900970789106352e-05,1.9239336247735617e-07
203,69,2.776302243933393e-05,2.9520759917862884e-05,2.9025598602967322e-05,1.974328449388827e-07
204,74,2.896647718339028e-05,2.9520759917862884e-05,2.906263493496061e-05,1.6316466314671986e-07
205,65,2.8432379956948566e-05,2.9520759917862884e-05,2.9075295710289577e-05,1.9763207742150206e-07
206,64,2.8432379956948566e-05,2.9520759917862884e-05,2.9062404383183254e-05,1.8453849101447107e-07
207,74,2.8063691277698907e-05,2.9520759917862884e-05,2.905636892988242e-05,2.37772171360379e-07
208,56,2.8063691277698907e-05,2.9520759917862884e-05,2.9038868994285478e-05,2.415660604935152e-07
209,59,2.8063691277698907e-05,2.9704686454237825e-05,2.9054059403096486e-05,2.5795166771695475e-07
210,60,2.8063691277698907e-05,2.9704686454237825e-05,2.9047551478072265e-05,3.302024199481522e-07
211,64,2.8063691277698907e-05,2.9704686454237825e-05,2.9046879426975726e-05,3.105197655186337e-07
212,72,2.8063691277698907e-05,2.9704686454237825e-05,2.9029789701631117e-05,3.5076849612572257e-07
213,56,2.8063691277698907e-05,2.9704686454237825e-05,2.902000568558513e-05,3.671769261128183e-07
214,72,2.8063691277698907e-05,2.9704686454237825e-05,2.903433604865068e-05,4.0129644965110677e-07
215,72,2.8063691277698907e-05,2.9704686454237825e-05,2.9059718937692244e-05,3.6672879913248303e-07
216,66,2.8063691277698907e-05,2.9704686454237825e-05,2.9051373957605476e-05,4.0857043498877216e-07
217,62,2.8063691277698907e-05,2.9704686454237825e-05,2.9032985418814777e-05,4.204518414924802e-07
218,69,2.7436249118529915e-05,2.9704686454237825e-05,2.9021170990765342e-05,4.424085083807563e-07
219,65,2.8063691277698907e-05,2.9704686454237825e-05,2.8992328836590183e-05,3.765082069259798e-07
220,71,2.72017767033216e-05,2.9704686454237825e-05,2.8915764019575277e-05,4.4416726880307355e-07
221,62,2.6774058449233993e-05,2.9704686454237825e-05,2.8891168758744438e-05,5.251588901467686e-07
222,64,2.8063691277698907e-05,2.9704686454237825e-05,2.8920092288201835e-05,4.0637888478542225e-07
223,78,2.8063691277698907e-05,2.9704686454237825e-05,2.8881783755910033e-05,4.0948967708255526e-07
224,72,2.770283863874848e-05,2.9704686454237825e-05,2.88302023201276e-05,4.5467839268010227e-07
225,68,2.770283863874848e-05,2.9704686454237825e-05,2.8762594223564932e-05,4.84209284391543e-07
226,70,2.770283863874848e-05,2.9704686454237825e-05,2.8755600162234497e-05,5.216805983580831e-07
227,70,2.8063691277698907e-05,2.9704686454237825e-05,2.8793089942802972e-05,4.99976942129679e-07
228,78,2.8063691277698907e-05,2.9704686454237825e-05,2.8813203735408376e-05,4.427734247942004e-07
229,67,2.792309754713583e-05,2.9704686454237825e-05,2.8767575167255502e-05,4.360199139873964e-07
230,74,2.8063691277698907e-05,2.9704686454237825e-05,2.8868570296502973e-05,3.8251722267851383e-07
231,62,2.8063691277698907e-05,2.9704686454237825e-05,2.8869525603346e-05,3.73947811751848e-07
232,66,2.8063691277698907e-05,2.9704686454237825e-05,2.8845903710789106e-05,4.1815482189009657e-07
233,66,2.8063691277698907e-05,2.9704686454237825e-05,2.88517371856703e-05,4.157113771302611e-07
234,64,2.8063691277698907e-05,2.9704686454237825e-05,2.889478808746013e-05,3.7991817732537763e-07
235,68,2.8063691277698907e-05,2.9704686454237825e-05,2.8926294339315535e-05,3.338427779422965e-07
236,72,2.7833771601748077e-05,2.9704686454237825e-05,2.8909108479072707e-05,3.705369006290203e-07
237,60,2.772929567883493e-05,2.9704686454237825e-05,2.8894320310897684e-05,3.7319795006456737e-07
238,62,2.6879233707628128e-05,2.9704686454237825e-05,2.8901591458176655e-05,3.8201200886043946e-07
239,72,2.6879233707628128e-05,2.9520759917862884e-05,2.886004262421585e-05,3.750101532786836e-07
240,68,2.6879233707628128e-05,2.9520759917862884e-05,2.874949834504585e-05,4.717803363047233e-07
241,72,2.6879233707628128e-05,2.9520759917862884e-05,2.871616761080219e-05,5.039241774510839e-07
242,76,2.749967652879407e-05,2.9520759917862884e-05,2.882776481739606e-05,3.4916508266678354e-07
243,74,2.7247029985159296e-05,2.9520759917862884e-05,2.8807610454404244e-05,4.205597992256334e-07
244,72,2.7247029985159296e-05,2.9520759917862884e-05,2.8798133987164572e-05,4.168150499831656e-07
245,65,2.749967652879407e-05,2.9005106833609895e-05,2.8775969993668793e-05,3.689799818090033e-07
246,70,2.749967652879407e-05,2.9005106833609895e-05,2.8777249322418877e-05,3.6218135880303486e-07
247,68,2.749967652879407e-05,2.9005106833609895e-05,2.8785565295561883e-05,3.8683795773745747e-07
248,64,2.749967652879407e-05,2.9005106833609895e-05,2.8782570178455072e-05,3.864202996816671e-07
249,64,2.749967652879407e-05,2.9469436272405933e-05,2.8823968594551785e-05,3.534870770104856e-07
250,68,2.7141458823428808e-05,2.9005106833609895e-05,2.877389292944128e-05,4.2634931430512943e-07
251,70,2.7099467160451012e-05,2.9005106833609895e-05,2.8696303734734678e-05,4.962264917234391e-07
252,64,2.7141458823428808e-05,2.9005106833609895e-05,2.8712142564922526e-05,4.353478537410959e-07
253,66,2.7306268619400123e-05,2.9122844750078976e-05,2.8766283371834744e-05,4.0460319130225814e-07
254,60,2.7306268619400123e-05,2.9122844750078976e-05,2.862570775316048e-05,5.11057258335388e-07
255,70,2.7306268619400123e-05,2.9122844750078976e-05,2.8592369321465642e-05,5.236014236527123e-07
256,66,2.7306268619400123e-05,2.9122844750078976e-05,2.8605475705176186e-05,4.880936152363235e-07
257,74,2.7306268619400123e-05,2.9122844750078976e-05,2.8625895735486202e-05,4.735392562410247e-07
258,56,2.736599972116577e-05,2.9122844750078976e-05,2.8579289225613272e-05,4.3499408075026746e-07
259,71,2.736599972116577e-05,2.9112189412509432e-05,2.8546101901918785e-05,4.723759607619826e-07
260,64,2.736599972116577e-05,2.9005106833609895e-05,2.851755426829219e-05,4.728406231949984e-07
261,72,2.736599972116577e-05,2.9005106833609895e-05,2.8433201090160464e-05,4.930584983711352e-07
262,68,2.736599972116577e-05,2.9005106833609895e-05,2.856411635734894e-05,4.734737933675851e-07
263,72,2.736599972116577e-05,2.982335813677861e-05,2.862296570410054e-05,4.7429641401065495e-07
264,67,2.736599972116577e-05,2.982335813677861e-05,2.8721359349318156e-05,4.377521694851577e-07
265,66,2.736599972116577e-05,2.982335813677861e-05,2.872973921849108e-05,4.255170597464435e-07
266,68,2.736599972116577e-05,2.982335813677861e-05,2.8768603486525146e-05,4.011502400505849e-07
267,64,2.736599972116577e-05,2.9005106833609895e-05,2.8790846031350968e-05,3.9686221899098087e-07
268,76,2.736599972116577e-05,2.9005106833609895e-05,2.8763484072984468e-05,4.178102577214862e-07
269,74,2.7721666200534962e-05,2.9005106833609895e-05,2.880211187770749e-05,3.3453160261085253e-07
270,64,2.7721666200534962e-05,2.9005106833609895e-05,2.879963311089321e-05,3.267427674381943e-07
271,61,2.7721666200534962e-05,2.9035749591545694e-05,2.8773940900872457e-05,3.288587199741519e-07
272,72,2.8000112113508886e-05,2.9035749591545694e-05,2.8729957197766594e-05,3.441944572904559e-07
273,60,2.735646369498331e-05,2.9035749591545694e-05,2.8730979575854644e-05,3.792141735058042e-07
274,68,2.735646369498331e-05,2.9035749591545694e-05,2.875006032252806e-05,3.611058013489666e-07
275,56,2.735646369498331e-05,2.9035749591545694e-05,2.8773057142794688e-05,3.75272360912478e-07
